Curriculum,CONDENSED,,,,,,,,,
Institution,"",,,,,,,,,
Degree Type,"BS",,,,,,,,,
System Type,"semester",,,,,,,,,
CIP,"",,,,,,,,,
Courses,,,,,,,,,,
Course ID,Course Name,Prefix,Number,Prerequisites,Corequisites,Strict-Corequisites,Credit Hours,Institution,Canonical Name
3655695020,"UD Major 3","","",,,,4,"",",EN28FI,EN28MU,EN28RE,EN28SI,EN28SN,EN28TH,EN28WA,EN28curriculum,MA27FI,MA27MU,MA27RE,MA27SI,MA27SN,MA27TH,MA27WA,MA27curriculum,MA29FI,MA29MU,MA29RE,MA29SI,MA29SN,MA29TH,MA29WA,MA29curriculum,MA30FI,MA30MU,MA30RE,MA30SI,MA30SN,MA30TH,MA30WA,MA30curriculum,MA31FI,MA31MU,MA31RE,MA31SI,MA31SN,MA31TH,MA31WA,MA31curriculum,MA32FI,MA32MU,MA32RE,MA32SI,MA32SN,MA32TH,MA32WA,MA32curriculum,MA33FI,MA33MU,MA33RE,MA33SI,MA33SN,MA33TH,MA33WA,MA33curriculum,MA35FI,MA35MU,MA35RE,MA35SI,MA35SN,MA35TH,MA35WA,MA35curriculum,UN27RE,UN27curriculum,UNHARE,UNHAcurriculum,UNPSRE,UNPScurriculum,UNSSRE,UNSScurriculum",
3661657257,"DSC 20","","","4176382840",,,4,"",",DS25FI,DS25FI,DS25FI,DS25FI,DS25MU,DS25MU,DS25MU,DS25RE,DS25RE,DS25RE,DS25SI,DS25SI,DS25SI,DS25SN,DS25SN,DS25SN,DS25TH,DS25TH,DS25TH,DS25WA,DS25WA,DS25WA,DS25curriculum,DS25curriculum,DS25curriculum",
3661683458,"ECON 2","","","3148351944",,,4,"",",ES28FI,ES28FI,ES28MU,ES28MU,ES28RE,ES28RE,ES28SI,ES28SI,ES28SN,ES28SN,ES28TH,ES28TH,ES28WA,ES28WA,ES28curriculum,ES28curriculum,IS26FI,IS26MU,IS26RE,IS26SI,IS26SN,IS26TH,IS26WA,IS26curriculum",
3664050220,"COGS Core 4","","",,,,4,"",",CG25FI,CG25MU,CG25RE,CG25SI,CG25SN,CG25TH,CG25WA,CG25curriculum",
3666073018,"PSYC UD ELECTIVE 8","","",,,,4,"",",PC25FI,PC25MU,PC25RE,PC25SI,PC25SN,PC25TH,PC25WA,PC25curriculum,PC26FI,PC26MU,PC26RE,PC26SI,PC26SN,PC26TH,PC26WA,PC26curriculum",
3667890524,"SUBJECT DOMAIN 2","","",,,,4,"",",DS25FI,DS25MU,DS25RE,DS25SI,DS25SN,DS25TH,DS25WA,DS25curriculum",
3675751724,"MUIR UD ELECTIVE 3","","",,,,4,"",",AN26MU,AN27MU,AN28MU,AN29MU,BI30MU,CG25MU,CG29MU,CG31MU,CG33MU,CG34MU,CH34MU,CL25MU,CN25MU,CR25MU,ET25MU,GS25MU,HI25MU,HS25MU,IT25MU,JA25MU,LA26MU,SI30MU,TH27MU,US27MU",
3676631736,"Muir UD ELECTIVE 3","","",,,,4,"",",JS25MU",
3677407072,"UD Survey Course: Elective","","",,,,4,"",",JS25FI,JS25MU,JS25RE,JS25SI,JS25SN,JS25TH,JS25WA,JS25curriculum",
3679713183,"TECHNICAL ELECTIVE 5","","",,,,4,"",",EC27FI,EC27MU,EC27RE,EC27SI,EC27SN,EC27TH,EC27WA,EC27curriculum",
3679942839,"UD MAJOR ELECTIVE","","",,,,4,"",",RE26SI",
3681668527,"TDDM 1","","",,,,4,"",",TH27FI,TH27FI,TH27FI,TH27MU,TH27MU,TH27MU,TH27RE,TH27RE,TH27RE,TH27SI,TH27SI,TH27SI,TH27SN,TH27SN,TH27SN,TH27TH,TH27TH,TH27TH,TH27WA,TH27WA,TH27WA,TH27curriculum,TH27curriculum,TH27curriculum",
3683856718,"BENG 135","","","1646059581;4212945978",,,4,"",",BE29FI,BE29FI,BE29MU,BE29MU,BE29RE,BE29RE,BE29SI,BE29SI,BE29SN,BE29SN,BE29TH,BE29TH,BE29WA,BE29WA,BE29curriculum,BE29curriculum",
3686231279,"BUS MGT 3","","",,,,4,"",",PC35FI,PC35MU,PC35RE,PC35SI,PC35SN,PC35TH,PC35WA,PC35curriculum",
3690918322,"LATI UD Elective 6","","",,,,4.0,"",",LA25FI,LA25MU,LA25RE,LA25SI,LA25SN,LA25TH,LA25WA,LA25curriculum",
3691351949,"MUS 2BK","","","3787036736;3442123606",,,2,"",",MU25FI,MU25FI,MU25MU,MU25MU,MU25RE,MU25RE,MU25SI,MU25SI,MU25SN,MU25SN,MU25TH,MU25TH,MU25WA,MU25WA,MU25curriculum,MU25curriculum",
3692558572,"UD MAJOR ELECTIVE 2","","",,,,4,"",",SI29FI,SI29MU,SI29RE,SI29SI,SI29SN,SI29TH,SI29WA,SI29curriculum,SI30FI,SI30MU,SI30RE,SI30SI,SI30SN,SI30TH,SI30WA,SI30curriculum",
3697264218,"Technical Elective 2","","",,,,4,"",",BE27FI,BE27MU,BE27RE,BE27SI,BE27SN,BE27TH,BE27WA,BE27curriculum,BE28FI,BE28MU,BE28RE,BE28SI,BE28SN,BE28TH,BE28WA,BE28curriculum,BE29FI,BE29MU,BE29RE,BE29SI,BE29SN,BE29TH,BE29WA,BE29curriculum,EC28FI,EC28MU,EC28RE,EC28SI,EC28SN,EC28TH,EC28WA,EC28curriculum,EC37FI,EC37MU,EC37RE,EC37SI,EC37SN,EC37TH,EC37WA,EC37curriculum,SE27FI,SE27MU,SE27RE,SE27SI,SE27SN,SE27TH,SE27WA,SE27curriculum",
3698691207,"CENG 176B","","","713317258",,,4,"",",CE25FI,CE25MU,CE25RE,CE25SI,CE25SN,CE25TH,CE25WA,CE25curriculum",
3699490602,"PSYC UD SPECIALIZATION 1","","",,,,4,"",",PC28FI,PC28MU,PC28RE,PC28SI,PC28SN,PC28TH,PC28WA,PC28curriculum,PC29FI,PC29MU,PC29RE,PC29SI,PC29SN,PC29TH,PC29WA,PC29curriculum,PC30FI,PC30MU,PC30RE,PC30SI,PC30SN,PC30TH,PC30WA,PC30curriculum,PC31FI,PC31MU,PC31RE,PC31SI,PC31SN,PC31TH,PC31WA,PC31curriculum,PC32FI,PC32MU,PC32RE,PC32SI,PC32SN,PC32TH,PC32WA,PC32curriculum,PC33FI,PC33MU,PC33RE,PC33SI,PC33SN,PC33TH,PC33WA,PC33curriculum",
3701128234,"POLI 30","","",,,,4,"",",PS25FI,PS25MU,PS25RE,PS25SI,PS25SN,PS25TH,PS25WA,PS25curriculum,PS32FI,PS32MU,PS32RE,PS32SI,PS32SN,PS32TH,PS32WA,PS32curriculum",
3703773428,"ANBI CORE 3","","",,,,4,"",",AN26FI,AN26MU,AN26RE,AN26SI,AN26SN,AN26TH,AN26WA,AN26curriculum",
3708544741,"CBN ELECTIVE 3","","",,,,4,"",",PC34FI,PC34MU,PC34RE,PC34SI,PC34SN,PC34TH,PC34WA,PC34curriculum",
3711586222,"MUIR UD ELECTIVE 4","","",,,,4,"",",HI25MU",
3713030885,"MAE 143A","","","1497098272;32493104;1621261115",,,4,"",",MC25FI,MC25FI,MC25MU,MC25MU,MC25RE,MC25RE,MC25SI,MC25SI,MC25SN,MC25SN,MC25TH,MC25TH,MC25WA,MC25WA,MC25curriculum,MC25curriculum,MC27FI,MC27FI,MC27MU,MC27MU,MC27RE,MC27RE,MC27SI,MC27SI,MC27SN,MC27SN,MC27TH,MC27TH,MC27WA,MC27WA,MC27curriculum,MC27curriculum,MC30FI,MC30FI,MC30MU,MC30MU,MC30RE,MC30RE,MC30SI,MC30SI,MC30SN,MC30SN,MC30TH,MC30TH,MC30WA,MC30WA,MC30curriculum,MC30curriculum,MC31FI,MC31FI,MC31MU,MC31MU,MC31RE,MC31RE,MC31SI,MC31SI,MC31SN,MC31SN,MC31TH,MC31TH,MC31WA,MC31WA,MC31curriculum,MC31curriculum,MC32FI,MC32FI,MC32MU,MC32MU,MC32RE,MC32RE,MC32SI,MC32SI,MC32SN,MC32SN,MC32TH,MC32TH,MC32WA,MC32WA,MC32curriculum,MC32curriculum,MC33FI,MC33FI,MC33MU,MC33MU,MC33RE,MC33RE,MC33SI,MC33SI,MC33SN,MC33SN,MC33TH,MC33TH,MC33WA,MC33WA,MC33curriculum,MC33curriculum,MC34FI,MC34FI,MC34MU,MC34MU,MC34RE,MC34RE,MC34SI,MC34SI,MC34SN,MC34SN,MC34TH,MC34TH,MC34WA,MC34WA,MC34curriculum,MC34curriculum",
3717196805,"CHEM 123/143C/143D 1","","","3795547512;1017610636;1440535936",,,4,"",",CH36FI,CH36MU,CH36RE,CH36SI,CH36SN,CH36TH,CH36WA,CH36curriculum",
3719037807,"UD GEOSCIENCES ELECTIVE 2","","",,,,4,"",",SI31FI,SI31MU,SI31RE,SI31SI,SI31SN,SI31TH,SI31WA,SI31curriculum",
3722957326,"VIS 159","","",,,,4,"",",VA29FI,VA29MU,VA29RE,VA29SI,VA29SN,VA29TH,VA29WA,VA29curriculum",
3724082975,"Foundation Interdisciplinary","","",,,,4,"",",VA29FI,VA29MU,VA29RE,VA29SI,VA29SN,VA29TH,VA29WA,VA29curriculum",
3727329684,"UD PHIL 4","","",,,,4,"",",PL25FI,PL25MU,PL25RE,PL25SI,PL25SN,PL25TH,PL25WA,PL25curriculum",
3727501086,"PHYS 1A","","","598946973;1951273808",,,3,"",",BI30FI,BI30FI,BI30FI,BI30MU,BI30MU,BI30MU,BI30RE,BI30RE,BI30RE,BI30SI,BI30SI,BI30SI,BI30SN,BI30SN,BI30SN,BI30TH,BI30TH,BI30TH,BI30WA,BI30WA,BI30WA,BI30curriculum,BI30curriculum,BI30curriculum,BI31FI,BI31FI,BI31FI,BI31MU,BI31MU,BI31MU,BI31RE,BI31RE,BI31RE,BI31SI,BI31SI,BI31SI,BI31SN,BI31SN,BI31SN,BI31TH,BI31TH,BI31TH,BI31WA,BI31WA,BI31WA,BI31curriculum,BI31curriculum,BI31curriculum,BI32FI,BI32FI,BI32FI,BI32MU,BI32MU,BI32MU,BI32RE,BI32RE,BI32RE,BI32SI,BI32SI,BI32SI,BI32SN,BI32SN,BI32SN,BI32TH,BI32TH,BI32TH,BI32WA,BI32WA,BI32WA,BI32curriculum,BI32curriculum,BI32curriculum,BI35FI,BI35FI,BI35FI,BI35MU,BI35MU,BI35MU,BI35RE,BI35RE,BI35RE,BI35SI,BI35SI,BI35SI,BI35SN,BI35SN,BI35SN,BI35TH,BI35TH,BI35TH,BI35WA,BI35WA,BI35WA,BI35curriculum,BI35curriculum,BI35curriculum,BI37FI,BI37FI,BI37FI,BI37MU,BI37MU,BI37MU,BI37RE,BI37RE,BI37RE,BI37SI,BI37SI,BI37SI,BI37SN,BI37SN,BI37SN,BI37TH,BI37TH,BI37TH,BI37WA,BI37WA,BI37WA,BI37curriculum,BI37curriculum,BI37curriculum,BI38FI,BI38FI,BI38FI,BI38MU,BI38MU,BI38MU,BI38RE,BI38RE,BI38RE,BI38SI,BI38SI,BI38SI,BI38SN,BI38SN,BI38SN,BI38TH,BI38TH,BI38TH,BI38WA,BI38WA,BI38WA,BI38curriculum,BI38curriculum,BI38curriculum,CH35FI,CH35FI,CH35FI,CH35MU,CH35MU,CH35MU,CH35RE,CH35RE,CH35RE,CH35SI,CH35SI,CH35SI,CH35SN,CH35SN,CH35SN,CH35TH,CH35TH,CH35TH,CH35WA,CH35WA,CH35WA,CH35curriculum,CH35curriculum,CH35curriculum,CH38FI,CH38FI,CH38FI,CH38MU,CH38MU,CH38MU,CH38RE,CH38RE,CH38RE,CH38SI,CH38SI,CH38SI,CH38SN,CH38SN,CH38SN,CH38TH,CH38TH,CH38TH,CH38WA,CH38WA,CH38WA,CH38curriculum,CH38curriculum,CH38curriculum,ES26FI,ES26FI,ES26FI,ES26FI,ES26MU,ES26MU,ES26MU,ES26MU,ES26RE,ES26RE,ES26RE,ES26RE,ES26SI,ES26SI,ES26SI,ES26SI,ES26SN,ES26SN,ES26SN,ES26SN,ES26TH,ES26TH,ES26TH,ES26TH,ES26WA,ES26WA,ES26WA,ES26WA,ES26curriculum,ES26curriculum,ES26curriculum,ES26curriculum,ES28FI,ES28FI,ES28FI,ES28FI,ES28MU,ES28MU,ES28MU,ES28MU,ES28RE,ES28RE,ES28RE,ES28RE,ES28SI,ES28SI,ES28SI,ES28SI,ES28SN,ES28SN,ES28SN,ES28SN,ES28TH,ES28TH,ES28TH,ES28TH,ES28WA,ES28WA,ES28WA,ES28WA,ES28curriculum,ES28curriculum,ES28curriculum,ES28curriculum,PB31RE,SI29FI,SI29FI,SI29FI,SI29MU,SI29MU,SI29MU,SI29RE,SI29RE,SI29RE,SI29SI,SI29SI,SI29SI,SI29SN,SI29SN,SI29SN,SI29TH,SI29TH,SI29TH,SI29WA,SI29WA,SI29WA,SI29curriculum,SI29curriculum,SI29curriculum",
3727504013,"UD BIO ELECTIVE 5","","",,,,4,"",",BI31FI,BI31MU,BI31RE,BI31SI,BI31SN,BI31TH,BI31WA,BI31curriculum",
3729758257,"MUS 160A","","",,,,4,"",",MU27FI,MU27FI,MU27MU,MU27MU,MU27RE,MU27RE,MU27SI,MU27SI,MU27SN,MU27SN,MU27TH,MU27TH,MU27WA,MU27WA,MU27curriculum,MU27curriculum",
3729932821,"Math 10A/20A","","",,,,4,"",",US27RE",
3730228949,"ESYS 187A","","","133987786",,,4,"",",ES25FI,ES25FI,ES25MU,ES25MU,ES25RE,ES25RE,ES25SI,ES25SI,ES25SN,ES25SN,ES25TH,ES25TH,ES25WA,ES25WA,ES25curriculum,ES25curriculum,ES26FI,ES26FI,ES26MU,ES26MU,ES26RE,ES26RE,ES26SI,ES26SI,ES26SN,ES26SN,ES26TH,ES26TH,ES26WA,ES26WA,ES26curriculum,ES26curriculum,ES27FI,ES27FI,ES27MU,ES27MU,ES27RE,ES27RE,ES27SI,ES27SI,ES27SN,ES27SN,ES27TH,ES27TH,ES27WA,ES27WA,ES27curriculum,ES27curriculum,ES28FI,ES28FI,ES28MU,ES28MU,ES28RE,ES28RE,ES28SI,ES28SI,ES28SN,ES28SN,ES28TH,ES28TH,ES28WA,ES28WA,ES28curriculum,ES28curriculum",
3734776726,"FMPH 120/FMPH 130 1","","","2556981138",,,4,"",",PB25FI,PB25MU,PB25RE,PB25SI,PB25SN,PB25TH,PB25WA,PB25curriculum,PB26FI,PB26MU,PB26RE,PB26SI,PB26SN,PB26TH,PB26WA,PB26curriculum,PB27FI,PB27MU,PB27RE,PB27SI,PB27SN,PB27TH,PB27WA,PB27curriculum,PB28FI,PB28MU,PB28RE,PB28SI,PB28SN,PB28TH,PB28WA,PB28curriculum,PB29FI,PB29MU,PB29RE,PB29SI,PB29SN,PB29TH,PB29WA,PB29curriculum,PB30FI,PB30MU,PB30RE,PB30SI,PB30SN,PB30TH,PB30WA,PB30curriculum,PB31FI,PB31MU,PB31RE,PB31SI,PB31SN,PB31TH,PB31WA,PB31curriculum",
3742557912,"LD Core Course","","",,,,4,"",",AA25FI,AA25MU,AA25RE,AA25SI,AA25SN,AA25TH,AA25WA,AA25curriculum",
3742958539,"UD POLI/American Politics 1","","",,,,4,"",",PS26FI,PS26MU,PS26RE,PS26SI,PS26SN,PS26TH,PS26WA,PS26curriculum",
3747222561,"LD LTEN/GSS 2","","",,,,4,"",",LT34FI,LT34MU,LT34RE,LT34SI,LT34SN,LT34TH,LT34WA,LT34curriculum",
3749857365,"Foundation Media Studies 1","","",,,,4,"",",VA27FI,VA27MU,VA27RE,VA27SI,VA27SN,VA27TH,VA27WA,VA27curriculum",
3751898484,"MATH 109","","","1497098272;2452577601",,,4,"",",EN28FI,EN28MU,EN28RE,EN28SI,EN28SN,EN28TH,EN28WA,EN28curriculum",
3754088678,"Alternative 4","","",,,,4,"",",AA25SN,AN26SN,AN27SN,AN28SN,AN29SN,AN30SN,BE25SN,BE27SN,BE28SN,BE29SN,BI30SN,BI31SN,BI32SN,BI34SN,BI35SN,BI37SN,BI38SN,CE25SN,CG25SN,CG29SN,CG31SN,CG32SN,CG33SN,CG34SN,CG35SN,CH25SN,CH34SN,CH35SN,CH36SN,CH38SN,CL25SN,CM26SN,CN25SN,CR25SN,CS25SN,CS26SN,CS27SN,DS25SN,EC26SN,EC27SN,EC28SN,EC37SN,ED25SN,EN25SN,EN28SN,EN30SN,ES25SN,ES26SN,ES27SN,ES28SN,ET25SN,GH25SN,GH26SN,GL25SN,GS25SN,HI25SN,HS25SN,HS26SN,HS27SN,HS28SN,IS25SN,IS26SN,IS27SN,IS28SN,IS29SN,IS30SN,IS31SN,IS34SN,IS36SN,IT25SN,JA25SN,JS25SN,LA25SN,LA26SN,LA27SN,LN25SN,LN29SN,LN32SN,LN33SN,LN34SN,LT33SN,LT34SN,LT36SN,LT41SN,MA27SN,MA29SN,MA30SN,MA31SN,MA32SN,MA33SN,MA35SN,MC25SN,MC27SN,MC30SN,MC31SN,MC32SN,MC33SN,MC34SN,MU25SN,MU26SN,MU27SN,NA25SN,PB25SN,PB26SN,PB27SN,PB28SN,PB29SN,PB30SN,PB31SN,PC25SN,PC26SN,PC28SN,PC29SN,PC30SN,PC31SN,PC32SN,PC33SN,PC34SN,PC35SN,PL25SN,PS25SN,PS26SN,PS27SN,PS28SN,PS29SN,PS30SN,PS31SN,PS32SN,PS34SN,PY26SN,PY28SN,PY29SN,PY30SN,PY31SN,PY32SN,PY33SN,PY34SN,RE26SN,RU26SN,SE27SN,SI29SN,SI30SN,SI31SN,SO25SN,SO27SN,SO28SN,SO29SN,SO30SN,SO31SN,SO32SN,SO33SN,TH26SN,TH27SN,US26SN,US27SN,VA26SN,VA27SN,VA28SN,VA29SN,VA30SN",
3755211565,"DF5 - LITERATURE","","",,,,4,"",",IS29FI,IS29MU,IS29RE,IS29SI,IS29SN,IS29TH,IS29WA,IS29curriculum",
3755687995,"BENG 140B","","","2192276127",,,4,"",",BE25FI,BE25MU,BE25RE,BE25SI,BE25SN,BE25TH,BE25WA,BE25curriculum,BE29FI,BE29FI,BE29MU,BE29MU,BE29RE,BE29RE,BE29SI,BE29SI,BE29SN,BE29SN,BE29TH,BE29TH,BE29WA,BE29WA,BE29curriculum,BE29curriculum",
3760877020,"PSYC UD ELECTIVE 1","","",,,,4,"",",PC25FI,PC25MU,PC25RE,PC25SI,PC25SN,PC25TH,PC25WA,PC25curriculum,PC26FI,PC26MU,PC26RE,PC26SI,PC26SN,PC26TH,PC26WA,PC26curriculum,PC28FI,PC28MU,PC28RE,PC28SI,PC28SN,PC28TH,PC28WA,PC28curriculum,PC29FI,PC29MU,PC29RE,PC29SI,PC29SN,PC29TH,PC29WA,PC29curriculum,PC30FI,PC30MU,PC30RE,PC30SI,PC30SN,PC30TH,PC30WA,PC30curriculum,PC31FI,PC31MU,PC31RE,PC31SI,PC31SN,PC31TH,PC31WA,PC31curriculum,PC32FI,PC32MU,PC32RE,PC32SI,PC32SN,PC32TH,PC32WA,PC32curriculum,PC33FI,PC33MU,PC33RE,PC33SI,PC33SN,PC33TH,PC33WA,PC33curriculum",
3761104771,"HDS 1","","",,,,4,"",",HS25FI,HS25FI,HS25FI,HS25MU,HS25MU,HS25MU,HS25RE,HS25RE,HS25RE,HS25SI,HS25SI,HS25SI,HS25SN,HS25SN,HS25SN,HS25TH,HS25TH,HS25TH,HS25WA,HS25WA,HS25WA,HS25curriculum,HS25curriculum,HS25curriculum,HS26FI,HS26FI,HS26FI,HS26MU,HS26MU,HS26MU,HS26RE,HS26RE,HS26RE,HS26SI,HS26SI,HS26SI,HS26SN,HS26SN,HS26SN,HS26TH,HS26TH,HS26TH,HS26WA,HS26WA,HS26WA,HS26curriculum,HS26curriculum,HS26curriculum,HS27FI,HS27FI,HS27FI,HS27MU,HS27MU,HS27MU,HS27RE,HS27RE,HS27RE,HS27SI,HS27SI,HS27SI,HS27SN,HS27SN,HS27SN,HS27TH,HS27TH,HS27TH,HS27WA,HS27WA,HS27WA,HS27curriculum,HS27curriculum,HS27curriculum,HS28FI,HS28FI,HS28FI,HS28MU,HS28MU,HS28MU,HS28RE,HS28RE,HS28RE,HS28SI,HS28SI,HS28SI,HS28SN,HS28SN,HS28SN,HS28TH,HS28TH,HS28TH,HS28WA,HS28WA,HS28WA,HS28curriculum,HS28curriculum,HS28curriculum",
3770148097,"DF8 - LINGUISTICS","","",,,,4,"",",IS28FI,IS28MU,IS28RE,IS28SI,IS28SN,IS28TH,IS28WA,IS28curriculum",
3774161341,"UD JWSP Elective 1","","",,,,4,"",",JS25FI,JS25MU,JS25RE,JS25SI,JS25SN,JS25TH,JS25WA,JS25curriculum",
3775737430,"ETHN UD 3","","",,,,4,"",",ET25FI,ET25MU,ET25RE,ET25SI,ET25SN,ET25TH,ET25WA,ET25curriculum",
3775799721,"GE/Muir Writing 1","","",,,,4,"",",ET25MU",
3778151214,"UD Major - Elective 8","","",,,,4,"",",GL25RE,GL25SI,GL25SN,GL25TH,GL25WA,GL25curriculum",
3778902514,"JAPN 20B","","","4227714188",,,5,"",",JA25FI,JA25FI,JA25MU,JA25MU,JA25RE,JA25RE,JA25SI,JA25SI,JA25SN,JA25SN,JA25TH,JA25TH,JA25WA,JA25WA,JA25curriculum,JA25curriculum",
3782789312,"Natural Science 1","","",,,,4,"",",CG32FI,CG32MU,CG32RE,CG32SI,CG32SN,CG32TH,CG32WA,CG32curriculum,PB31FI,PB31MU,PB31SI,PB31SN,PB31TH,PB31WA,PB31curriculum,SO28FI",
3787036736,"MUS 2AK","","",,,,2,"",",MU25FI,MU25FI,MU25MU,MU25MU,MU25RE,MU25RE,MU25SI,MU25SI,MU25SN,MU25SN,MU25TH,MU25TH,MU25WA,MU25WA,MU25curriculum,MU25curriculum",
3789213323,"Alternative 2","","",,,,4,"",",AA25SN,AN26SN,AN27SN,AN28SN,AN29SN,AN30SN,BE25SN,BE27SN,BE28SN,BE29SN,BI30SN,BI31SN,BI32SN,BI34SN,BI35SN,BI37SN,BI38SN,CE25SN,CG25SN,CG29SN,CG31SN,CG32SN,CG33SN,CG34SN,CG35SN,CH25SN,CH34SN,CH35SN,CH36SN,CH38SN,CL25SN,CM26SN,CN25SN,CR25SN,CS25SN,CS26SN,CS27SN,DS25SN,EC26SN,EC27SN,EC28SN,EC37SN,ED25SN,EN25SN,EN28SN,EN30SN,ES25SN,ES26SN,ES27SN,ES28SN,ET25SN,GH25SN,GH26SN,GL25SN,GS25SN,HI25SN,HS25SN,HS26SN,HS27SN,HS28SN,IS25SN,IS26SN,IS27SN,IS28SN,IS29SN,IS30SN,IS31SN,IS34SN,IS36SN,IT25SN,JA25SN,JS25SN,LA25SN,LA26SN,LA27SN,LN25SN,LN29SN,LN32SN,LN33SN,LN34SN,LT33SN,LT34SN,LT36SN,LT41SN,MA27SN,MA29SN,MA30SN,MA31SN,MA32SN,MA33SN,MA35SN,MC25SN,MC27SN,MC30SN,MC31SN,MC32SN,MC33SN,MC34SN,MU25SN,MU26SN,MU27SN,NA25SN,PB25SN,PB26SN,PB27SN,PB28SN,PB29SN,PB30SN,PB31SN,PC25SN,PC26SN,PC28SN,PC29SN,PC30SN,PC31SN,PC32SN,PC33SN,PC34SN,PC35SN,PL25SN,PS25SN,PS26SN,PS27SN,PS28SN,PS29SN,PS30SN,PS31SN,PS32SN,PS34SN,PY26SN,PY28SN,PY29SN,PY30SN,PY31SN,PY32SN,PY33SN,PY34SN,RE26SN,RU26SN,SE27SN,SI29SN,SI30SN,SI31SN,SO25SN,SO27SN,SO28SN,SO29SN,SO30SN,SO31SN,SO32SN,SO33SN,TH26SN,TH27SN,US26SN,US27SN,VA26SN,VA27SN,VA28SN,VA29SN,VA30SN",
3789976333,"LATI Core 2","","",,,,4.0,"",",LA26FI,LA26MU,LA26RE,LA26SI,LA26SN,LA26TH,LA26WA,LA26curriculum,LA27FI,LA27MU,LA27RE,LA27SI,LA27SN,LA27TH,LA27WA,LA27curriculum",
3795382245,"SOCI-UD CONCENTRATION 2","","",,,,4,"",",SO28FI,SO28MU,SO28RE,SO28SI,SO28SN,SO28TH,SO28WA,SO28curriculum",
3795547512,"CHEM 120A","","","4249881180",,,4,"",",CH25FI,CH25FI,CH25MU,CH25MU,CH25RE,CH25RE,CH25SI,CH25SI,CH25SN,CH25SN,CH25TH,CH25TH,CH25WA,CH25WA,CH25curriculum,CH25curriculum,CH36FI,CH36FI,CH36FI,CH36FI,CH36FI,CH36MU,CH36MU,CH36MU,CH36MU,CH36MU,CH36RE,CH36RE,CH36RE,CH36RE,CH36RE,CH36SI,CH36SI,CH36SI,CH36SI,CH36SI,CH36SN,CH36SN,CH36SN,CH36SN,CH36SN,CH36TH,CH36TH,CH36TH,CH36TH,CH36TH,CH36WA,CH36WA,CH36WA,CH36WA,CH36WA,CH36curriculum,CH36curriculum,CH36curriculum,CH36curriculum,CH36curriculum",
3795661362,"CLAS UD Elective 1","","",,,,4,"",",CL25FI,CL25MU,CL25RE,CL25SI,CL25SN,CL25TH,CL25WA,CL25curriculum",
3797037706,"ETHN UD 10","","",,,,4,"",",ET25FI,ET25MU,ET25RE,ET25SI,ET25SN,ET25TH,ET25WA,ET25curriculum",
3797105137,"NANO 111","","","7180282",,,4,"",",NA25FI,NA25FI,NA25MU,NA25MU,NA25RE,NA25RE,NA25SI,NA25SI,NA25SN,NA25SN,NA25TH,NA25TH,NA25WA,NA25WA,NA25curriculum,NA25curriculum",
3798426631,"CHEM 174","","","4249881180",,,4,"",",CH34FI,CH34MU,CH34RE,CH34SI,CH34SN,CH34TH,CH34WA,CH34curriculum",
3799085197,"COGS/PSYC UD ELECTIVE 1","","",,,,4,"",",PC34FI,PC34MU,PC34RE,PC34SI,PC34SN,PC34TH,PC34WA,PC34curriculum",
3803515075,"Colloquium course numbered 160-190","","",,,,4,"",",HI25FI,HI25MU,HI25RE,HI25SI,HI25SN,HI25TH,HI25WA,HI25curriculum",
3804042720,"SOCI UD ELECTIVE 9","","",,,,4,"",",SO25FI,SO25MU,SO25RE,SO25SI,SO25SN,SO25TH,SO25WA,SO25curriculum",
3805884981,"UD Focus Course 1","","",,,,4,"",",MU26FI,MU26MU,MU26RE,MU26SI,MU26SN,MU26TH,MU26WA,MU26curriculum",
3809246703,"BENG 130","","","527976022;213743646;1397765375;1992854805;3312220726;1621261115;103212632",,,4,"",",BE25FI,BE25MU,BE25RE,BE25SI,BE25SN,BE25TH,BE25WA,BE25curriculum,BE27FI,BE27MU,BE27RE,BE27SI,BE27SN,BE27TH,BE27WA,BE27curriculum,BE28FI,BE28MU,BE28RE,BE28SI,BE28SN,BE28TH,BE28WA,BE28curriculum,BE29FI,BE29MU,BE29RE,BE29SI,BE29SN,BE29TH,BE29WA,BE29curriculum",
3809474158,"UD PHIL 8","","",,,,4,"",",PL25FI,PL25MU,PL25RE,PL25SI,PL25SN,PL25TH,PL25WA,PL25curriculum",
3811022105,"UD Global Health Elective 9","","",,,,4,"",",GH25FI,GH25MU,GH25RE,GH25SI,GH25SN,GH25TH,GH25WA,GH25curriculum",
3811366427,"Additional Elective 2","","",,,,4,"",",CG32FI,CG32MU,CG32SI,CG32TH,CG32WA,CG32curriculum",
3811691654,"LATI UD Elective 1","","",,,,4.0,"",",LA25FI,LA25MU,LA25RE,LA25SI,LA25SN,LA25TH,LA25WA,LA25curriculum",
3812276521,"UD Focus Course 2","","",,,,4,"",",MU26FI,MU26MU,MU26RE,MU26SI,MU26SN,MU26TH,MU26WA,MU26curriculum",
3815829562,"LD PHIL 2","","",,,,4,"",",PL25FI,PL25MU,PL25RE,PL25SI,PL25SN,PL25TH,PL25WA,PL25curriculum",
